"gold","UMass","UCI","NPMI","C_A","C_P","C_V","words","rating"
"2.75","-1.3066114443","1.5280663902","0.1561929797","0.285185182","0.5285345437","0.5505579624","5","good"
"2.8333333333","-1.9517085965","2.1618887849","0.1854383209","0.282075474","0.6687849994","0.5610899","5","good"
"1.6666666667","-1.3752721638","0.7883530851","0.0632099593","0.1041887267","0.3532150019","0.4624930062","5","bad"
"2","-2.9240788685","-0.8924292687","0.018957133","0.2346417724","0.3644079178","0.4912514551","5","bad"
"2.6","-6.0451835252","-1.5796895365","-0.0048262612","0.1525026636","0.2169375352","0.6307582272","5","good"
"1.6666666667","-1.61548897","0.046966982","0.0857372969","0.2517007028","0.474763496","0.5395567482","5","bad"
"2.6","-1.7515122778","0.6370804268","0.060881545","0.1425629623","0.2133733243","0.4551400594","5","good"
"1.6666666667","-3.0873326668","0.7853254159","0.1257171191","0.2472316809","0.1118246124","0.5489052796","5","bad"
"3","-0.7481479307","2.1604360697","0.262464553","0.5554779582","0.7597743637","0.6655932327","5","good"
"1.5","-2.4112790938","-2.1315054904","-0.0600657216","0.1453424754","0.1228892722","0.4551054024","5","bad"
"3","-1.0943966695","2.982661625","0.2872082983","0.4529327969","0.8373565486","0.6374413118","5","good"
"2.4285714286","-2.1382566899","0.9577469792","0.0854528481","0.1684160872","0.3477956333","0.4666526416","5","bad"
"3","-1.3623854193","1.2943156937","0.1406714596","0.3247909977","0.5415579353","0.5391725537","5","good"
"3","-2.0057084674","2.3155337079","0.2064212208","0.287220472","0.8026922932","0.5862105024","5","good"
"1.6","-3.5953425022","-1.6083035328","-0.0372955526","0.1687418934","0.2010234421","0.4572373424","5","bad"
"2.6666666667","-2.5759588834","0.7272413519","0.0658870266","0.1732195383","0.2845903475","0.4827921879","5","good"
"3","-1.5999704859","2.6335372589","0.261106232","0.5660843337","0.7905759987","0.607883342","5","good"
"3","-1.9802077859","0.1924326442","0.0189992636","0.1810744344","0.1547061424","0.4581294889","5","good"
"2","-3.5007803803","-2.4028657937","-0.0464159642","0.1778191898","0.1834683097","0.4797762849","5","bad"
"2","-2.2578298427","1.0320686129","0.0890580969","0.163109453","0.352814808","0.4691647427","5","bad"
"1.3333333333","-2.6527586713","-0.7619481743","-0.002285352","0.1384130296","0.1567992174","0.4588983442","5","bad"
"3","-2.7456694732","1.2992037065","0.1180132125","0.1894180733","0.5577081937","0.5046318853","5","good"
"1.75","-1.3091160759","0.5194164655","0.052432221","0.1421926268","0.1681381149","0.4590116899","5","bad"
"2.3333333333","-1.5152989419","0.2391231386","0.0785462881","0.2935346856","0.4065806876","0.5197832949","5","bad"
"3","-2.1530974866","1.863113621","0.1728865611","0.3071626134","0.6092840797","0.5500196647","5","good"
"3","-2.6036780929","3.2379300926","0.2803124881","0.4577921481","0.8958786716","0.6637165074","5","good"
"3","-3.0501620701","-0.7830556552","0.0661399774","0.2984632151","0.4694313512","0.5757243114","5","good"
"2.25","-2.8652072579","0.1957678362","0.0202138105","0.1087265293","0.1666997368","0.4582876514","5","bad"
"2.3333333333","-3.4565522971","-2.4293928817","-0.054822319","0.1514620418","0.1672663868","0.5491241668","5","bad"
"2","-1.3948696728","0.1769052299","0.0189930629","0.1151515599","0.0873558036","0.4508679014","5","bad"
"1.3333333333","-3.1411864938","-2.1432069174","-0.0620090342","0.1601852306","0.0765774926","0.4663146177","5","bad"
"2.6666666667","-2.5193284717","1.6631846708","0.1459547247","0.2406305121","0.5988316625","0.5519377801","5","good"
"1.5714285714","-1.484348817","0.1363867639","0.0133342591","0.0893790062","0.1466557369","0.4538930046","5","bad"
"1.75","-1.5037274068","-0.268559201","-0.0231917934","0.0682958295","0.0181141601","0.4488779178","5","bad"
"2","-2.1696433912","0.6138341508","0.053415142","0.2366991211","0.2901771883","0.4679170891","5","bad"
"2.4","-1.9970697681","1.7085769006","0.1553989525","0.263851976","0.6341616662","0.5325420813","5","bad"
"3","-1.5658553797","2.2913846307","0.2190990005","0.3426024522","0.7853161758","0.5996122731","5","good"
"3","-2.6845637464","1.2642861382","0.1108101688","0.282271373","0.5293359509","0.5056619667","5","good"
"3","-1.1856872081","1.5142092159","0.1797188307","0.3948605619","0.6692472784","0.6290002635","5","good"
"1.6666666667","-1.7191622649","0.3254582648","0.0313879046","0.1248673154","0.2225037101","0.4591664345","5","bad"
"1","-1.93140781","-0.210174486","-0.014964249","0.0753836278","0.046999037","0.4504424063","5","bad"
"2.875","-3.2731165061","1.019567823","0.1720454388","0.3660446945","0.7794225117","0.7147115035","5","good"
"1.3333333333","-1.7898655009","0.5523951802","0.0502926017","0.1245348263","0.2060964052","0.4544938452","5","bad"
"2.6","-1.711248673","1.5106932041","0.1306426625","0.2467608836","0.4813886386","0.5000162005","5","good"
"2.6666666667","-3.0578459304","0.2969764742","0.0603173825","0.1848633235","0.4987909586","0.4896940199","5","good"
"2.6666666667","-2.980052612","0.2399423557","0.0833194534","0.2466530982","0.5249862675","0.5056968436","5","good"
"2.8571428571","-1.5496913943","3.0699877785","0.2885328931","0.4158727589","0.9150304739","0.7317413592","5","good"
"2.3333333333","-1.6869505694","1.1051710662","0.1048767117","0.1814936591","0.405910861","0.4980648876","5","bad"
"1.25","-2.6191708215","0.44651379","0.0397740789","0.1089424981","0.2193543858","0.4544825006","5","bad"
"2","-1.413575561","-0.3769323266","-0.0338478679","0.1550676688","-0.0201861928","0.4526786446","5","bad"
"3","-3.00905058","1.8372333126","0.1614014582","0.2356214777","0.6177107914","0.5138392614","5","good"
"1","-1.5791064915","0.0759286261","0.0083100056","0.0911415357","0.0753571999","0.4500481476","5","bad"
"2.8333333333","-2.5306669633","2.1554749193","0.1792729917","0.3037261808","0.6985003946","0.5381637551","5","good"
"2","-2.0312699579","-0.2794218903","0.0344015412","0.2407190518","0.4161043477","0.4875991936","5","bad"
"3","-1.222012594","1.891166217","0.1989161264","0.439186432","0.6853103347","0.5890164577","5","good"
"3","-2.1919395392","1.7286917254","0.1425470937","0.2357820624","0.5661863781","0.5097505682","5","good"
"2","-2.0479857984","0.6702101812","0.0755934653","0.2007334513","0.3214763873","0.4848079877","5","bad"
"3","-2.2616388068","1.8603749475","0.1793308547","0.2729086161","0.6628543118","0.5343636415","5","good"
"2","-1.6105552128","0.9782181516","0.0920046973","0.2248223906","0.4131174935","0.4848715818","5","bad"
"3","-2.8698435219","0.8307872793","0.1813416128","0.304490369","0.476225392","0.5627471294","5","good"
"1.3333333333","-3.2391420503","-3.3818739205","-0.1057531014","0.2630181448","0.194195153","0.5189836997","5","bad"
"2.75","-1.7560461937","0.9707215431","0.0913332515","0.2039755877","0.365852397","0.4732824614","5","good"
"1.3333333333","-1.2701554724","0.2676517916","0.0252469966","0.1119795916","0.1713252554","0.4530367621","5","bad"
"3","-1.9989596482","1.8694188925","0.1647363269","0.2785118322","0.6316009201","0.5231016987","5","good"
"2.6","-2.0341465209","0.6033153158","0.0649927913","0.3193466473","0.2963980633","0.4730927268","5","good"
"2.8571428571","-2.0997235246","1.3433715743","0.1283580922","0.224410228","0.4616764916","0.4992190918","5","good"
"1.1666666667","-3.1539440731","-3.7084839231","-0.145235879","0.1473043805","-0.1176785442","0.4520432391","5","bad"
"1.6666666667","-2.6744771537","1.0678984634","0.0933263585","0.1997437838","0.3952401149","0.4979029607","5","bad"
"1.6","-1.7691252984","-0.5067568745","-0.0340679385","0.0692630894","-0.0358168787","0.450708792","5","bad"
"1","-2.0896414987","0.1207428145","0.0238438275","0.1386009056","0.1407070405","0.4925931711","5","bad"
"1.6666666667","-2.1946714362","-1.3002767334","-0.0564300209","0.0584694473","0.0556837241","0.4510312071","5","bad"
"2.3333333333","-2.784138472","0.9929060642","0.1426158569","0.3319643582","0.6022971736","0.5642754205","5","bad"
"3","-2.1883251924","1.6014876147","0.1410411499","0.2426532581","0.5865731073","0.497205811","5","good"
"2","-2.6572232332","-1.8778215772","-0.0374419099","0.1686556039","0.2125798451","0.4683400835","5","bad"
"2.75","-1.5264002067","4.0306581577","0.3917411155","0.5496395724","0.9024534801","0.7637489193","5","good"
"2","-1.1350127919","1.3896014969","0.1324124623","0.273530197","0.4927485744","0.4960152816","5","bad"
"3","-2.0401650871","2.8977019692","0.3286205445","0.4426235681","0.7947510903","0.6272736962","5","good"
"3","-1.8795757723","1.7990763042","0.1788838652","0.3146610695","0.6052545692","0.5263808077","5","good"
"2.3333333333","-5.1276939922","-2.8222957408","-0.0410696215","0.1742541334","0.0968569764","0.6244297318","5","bad"
"1.6","-1.6642078952","0.1393839789","0.0127262153","0.0941899321","0.1201640611","0.451505044","5","bad"
"2.25","-2.2024245733","1.1387888602","0.0874808122","0.1787340333","0.4695014381","0.4741312853","5","bad"
"3","-1.5553465792","2.4567893228","0.2531789533","0.4633140517","0.8273228306","0.6708801803","5","good"
"3","-2.9322699462","1.6741138798","0.1869104125","0.3387458467","0.8487375713","0.6110403217","5","good"
"2.5","-2.1785306255","1.5334563985","0.1355148962","0.2428999153","0.5166384799","0.4951620719","5","bad"
"2.5","-3.264972213","1.249586712","0.0899371374","0.198004516","0.4112768924","0.4803243911","5","bad"
"1.75","-1.495316969","-0.05795819","-0.0048067804","0.0889006359","0.1173548704","0.4556358491","5","bad"
"1","-1.8777605471","0.4053589822","0.0345915375","0.1199782883","0.1620578733","0.455091633","5","bad"
"1.3333333333","-1.4638287491","-0.28966029","-0.0260227148","0.1653881958","0.0385588173","0.4528596876","5","bad"
"2","-2.4767707732","0.8039749382","0.0665589988","0.1352355661","0.2661495512","0.4657989727","5","bad"
"2.3333333333","-2.1287397048","1.1186534573","0.1074504102","0.1766158363","0.5042037772","0.4927280997","5","bad"
"3","-1.8409348123","2.5679777447","0.2125398018","0.363665422","0.7817093056","0.5733086373","5","good"
"1.6666666667","-1.5213009625","-0.0766436764","-0.0051803079","0.1528110852","0.0694019224","0.4528664419","5","bad"
"2.6666666667","-1.5986766686","1.46318671","0.1366568892","0.2558478059","0.4435967221","0.5275826078","5","good"
"2","-2.9038680688","1.4532297417","0.1140342998","0.2217166459","0.5775429029","0.4873212061","5","bad"
"2.7142857143","-1.00568876","0.74927748","0.0828309168","0.2092595388","0.2121528923","0.4588911855","5","good"
"3","-2.6223433644","2.0851410433","0.1688596687","0.2946652353","0.6819883843","0.516459736","5","good"
"3","-2.7051867641","1.8088112979","0.1912742648","0.3324590381","0.8588912679","0.630489912","5","good"
"2.75","-2.9466868276","0.470123367","0.0788665277","0.2370323607","0.5265741739","0.5200621295","5","good"
"3","-1.8768157882","2.3411448001","0.2408415721","0.4042503505","0.7849906273","0.6070337725","5","good"
"1.6666666667","-2.1783789157","0.7692235895","0.0804599376","0.1526095914","0.2447992469","0.4737066291","5","bad"
"1.2","-2.100803379","0.7163401312","0.0639262395","0.1299651704","0.2388483306","0.4554897261","5","bad"
"2","-1.4166802216","-0.0695741658","-0.004186478","0.1279496809","0.1023529752","0.4619390817","5","bad"
"2","-1.5989142741","-0.1173840922","-0.0054678095","0.1354596407","0.0642851312","0.4579638807","5","bad"
"3","-2.9334973848","2.4187987235","0.1822825506","0.3709731769","0.787053918","0.5783119476","5","good"
"3","-0.9678401994","0.6292249333","0.0718332788","0.2228604349","0.3483400737","0.4803311589","5","good"
"1.75","-2.7323386881","0.1449584762","0.011227796","0.1342345387","0.1993752904","0.4594990871","5","bad"
"3","-2.2560932105","0.4116121366","0.0335412738","0.1831289013","0.1572884623","0.4535788341","5","good"
"2","-1.9998857281","-3.4952201664","-0.1089517201","0.1701693688","0.0936311622","0.4839421393","5","bad"
"3","-1.7284596157","3.2273718546","0.2945460742","0.4718329176","0.8208276862","0.6090413792","5","good"
"1.6666666667","-2.8565047308","-0.1914427212","-0.0149756297","0.1287126684","0.0090239109","0.4513257396","5","bad"
"1.5","-1.6857334534","0.2203858387","0.0237305178","0.1056781399","0.1722257555","0.458273542","5","bad"
"2.1666666667","-1.3135788685","0.7808034032","0.0681444809","0.1785068318","0.2510849048","0.4593414227","5","bad"
"3","-1.9178109211","1.8552344128","0.1734621069","0.2829948485","0.6786650752","0.5635025908","5","good"
"2.2","-1.5667447656","0.7392148626","0.0794239817","0.1929485581","0.3419057554","0.5020677471","5","bad"
"2","-1.8682575817","-0.0773331724","-0.0048879173","0.1369904067","0.0378136845","0.4488346485","5","bad"
"3","-1.4266239816","2.1515085963","0.2274124333","0.3727524402","0.6621458351","0.5583050659","5","good"
"3","-0.6133977868","2.0534242742","0.2600415841","0.6047407565","0.7355918633","0.6537847611","5","good"
"2.8571428571","-1.7812267405","2.2331833998","0.2190996583","0.3227925654","0.7042481599","0.6474812707","5","good"
"2.6","-2.0940159491","0.443755846","0.0987239072","0.2714591536","0.5852867153","0.5368857017","5","good"
"2.625","-1.97500405","1.9710152197","0.178745391","0.3880469033","0.6466595557","0.5607767888","5","good"
"3","-2.4250589682","1.4106179268","0.1576884138","0.3200562398","0.6806672651","0.6181582827","5","good"
"1.2","-1.551682283","-0.3216768804","-0.0284410765","0.1159884503","0.0270113768","0.4504640753","5","bad"
"3","-1.4122619032","2.1467264457","0.2064266582","0.4270227166","0.7153704794","0.5739320303","5","good"
"2.6666666667","-2.1771667028","1.7069069378","0.1619809737","0.2729650446","0.6047906921","0.5258729477","5","good"
"2.3333333333","-1.4466053294","1.5311630864","0.1460049066","0.2761139476","0.4951565409","0.5031970506","5","bad"
"2.6666666667","-4.3752021128","-2.9865013828","-0.095097256","0.1022118971","0.0443168725","0.5165187246","5","good"
"1.6666666667","-1.7024346536","0.1368986826","0.0159185153","0.0938954318","0.0931470269","0.4554370668","5","bad"
"2","-2.0632414456","0.8198418597","0.0803753594","0.1858906413","0.3788630327","0.473485348","5","bad"
"3","-2.1448337729","1.4906257923","0.1631127282","0.3277444434","0.5287004715","0.5396188027","5","good"
"1.5","-1.7984034998","-1.3680765502","-0.0254333345","0.179996996","0.2497481798","0.4547547387","5","bad"
"3","-2.2636776327","2.5888946324","0.2426402491","0.3511095258","0.8238099998","0.6001817245","5","good"
"2.6666666667","-1.7980809846","2.5121523896","0.2396183762","0.346537764","0.8260506315","0.6118220046","5","good"
"2.125","-2.1558453447","0.3817443201","0.0474627905","0.1665145295","0.2064565917","0.4733195112","5","bad"
"3","-0.9458882358","3.5295241492","0.3349076843","0.5625884966","0.8505659841","0.7118073175","5","good"
"2.7142857143","-3.1533070255","0.8527626492","0.1660085583","0.3675952226","0.7761938742","0.7126543464","5","good"
"3","-2.0465065228","2.1878434651","0.2276559635","0.3771510966","0.6736693736","0.5437851092","5","good"
"2.75","-2.3407482545","1.7596670755","0.1653588847","0.2664947884","0.5661924868","0.5115860026","5","good"
"1.3333333333","-1.3894190734","0.3104459691","0.0308830133","0.1201313337","0.1481044314","0.4531542761","5","bad"
"2","-2.5971345349","0.6224361227","0.0509517305","0.1368701264","0.3206791944","0.4650966173","5","bad"
"2.4","-1.3120320799","0.3520326652","0.0345120461","0.176771422","0.2432991196","0.4660083393","5","bad"
"1.5","-1.447210712","0.068446356","0.0075134905","0.0813377509","0.083935179","0.4499515574","5","bad"
"2","-1.1054473896","1.1237803697","0.1187708721","0.2287096814","0.2661068353","0.46122748","5","bad"
"2.6666666667","-1.8876373182","0.8648348417","0.0833142158","0.1720962983","0.3984116636","0.4911747275","5","good"
"2.75","-1.1983667472","3.9306858314","0.3636794718","0.5683058919","0.9271607254","0.7261350926","5","good"
"2.8","-2.079061578","0.3036068302","0.031295328","0.1096333206","0.2195528018","0.4663188435","5","good"
"2.6666666667","-2.7899336867","1.6921364845","0.1373943818","0.3009638061","0.4428560117","0.5140033735","5","good"
"1.3333333333","-3.0851996728","-1.8866334216","-0.0496436049","0.1423659751","0.0536046197","0.5007356213","5","bad"
"1.3333333333","-1.7546689908","0.3534590162","0.0355005673","0.105109617","0.1105503486","0.4532123279","5","bad"
"2.9090909091","-3.715628749","-0.6046090958","0.0925211862","0.3074396975","0.5825025941","0.7217493177","5","good"
"1","-1.5356689984","0.9234193258","0.0902723108","0.219631519","0.3498602751","0.4716340452","5","bad"
"1","-1.18327892","0.4985920949","0.0554218329","0.1473415915","0.163769476","0.4540415818","5","bad"
"2.8","-1.6136439878","2.1572834919","0.195535626","0.3106648435","0.7050750553","0.5437558031","5","good"
